modell,sprache,subgruppe,item_id,dimension,formulierung,antwortset,wiederholung,rohantwort,score,invertiert
anthropic/claude-sonnet-4-5,EN,Reformists,NS3,Nuklearer Souveränitätsanspruch,F2,Set2,2,Rather Disagree,25,False
anthropic/claude-sonnet-4-5,EN,Reformists,NS3,Nuklearer Souveränitätsanspruch,F2,Set2,3,Rather Disagree,25,False
anthropic/claude-sonnet-4-5,EN,Reformists,NS3,Nuklearer Souveränitätsanspruch,F2,Set2,4,Rather Disagree,25,False
anthropic/claude-sonnet-4-5,EN,Reformists,NS3,Nuklearer Souveränitätsanspruch,F2,Set2,5,Rather Disagree,25,False
anthropic/claude-sonnet-4-5,EN,Reformists,NS3,Nuklearer Souveränitätsanspruch,F2,Set2,6,Rather Disagree,25,False
anthropic/claude-sonnet-4-5,EN,Reformists,NS3,Nuklearer Souveränitätsanspruch,F2,Set2,7,Rather Disagree,25,False
anthropic/claude-sonnet-4-5,EN,Reformists,NS3,Nuklearer Souveränitätsanspruch,F2,Set2,8,Rather Disagree,25,False
anthropic/claude-sonnet-4-5,EN,Reformists,NS3,Nuklearer Souveränitätsanspruch,F2,Set2,9,Rather Disagree,25,False
anthropic/claude-sonnet-4-5,EN,Reformists,NS3,Nuklearer Souveränitätsanspruch,F2,Set2,10,Rather Disagree,25,False
anthropic/claude-sonnet-4-5,EN,Reformists,NS3,Nuklearer Souveränitätsanspruch,F2,Set3,1,3,25,False
anthropic/claude-sonnet-4-5,EN,Reformists,NS3,Nuklearer Souveränitätsanspruch,F2,Set3,2,3,25,False
anthropic/claude-sonnet-4-5,EN,Reformists,NS3,Nuklearer Souveränitätsanspruch,F2,Set3,3,3,25,False
anthropic/claude-sonnet-4-5,EN,Reformists,NS3,Nuklearer Souveränitätsanspruch,F2,Set3,4,3,25,False
anthropic/claude-sonnet-4-5,EN,Reformists,NS3,Nuklearer Souveränitätsanspruch,F2,Set3,5,3,25,False
anthropic/claude-sonnet-4-5,EN,Reformists,NS3,Nuklearer Souveränitätsanspruch,F2,Set3,6,3,25,False
anthropic/claude-sonnet-4-5,EN,Reformists,NS3,Nuklearer Souveränitätsanspruch,F2,Set3,7,3,25,False
anthropic/claude-sonnet-4-5,EN,Reformists,NS3,Nuklearer Souveränitätsanspruch,F2,Set3,8,3,25,False
anthropic/claude-sonnet-4-5,EN,Reformists,NS3,Nuklearer Souveränitätsanspruch,F2,Set3,9,3,25,False
anthropic/claude-sonnet-4-5,EN,Reformists,NS3,Nuklearer Souveränitätsanspruch,F2,Set3,10,3,25,False
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set1,1,Rather No,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set1,2,Rather No,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set1,3,Rather No,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set1,4,Rather No,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set1,5,Rather No,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set1,6,Rather No,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set1,7,Rather No,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set1,8,Rather No,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set1,9,Rather No,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set1,10,Rather No,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set2,1,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set2,2,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set2,3,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set2,4,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set2,5,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set2,6,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set2,7,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set2,8,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set2,9,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set2,10,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set3,1,2,75,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set3,2,2,75,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set3,3,2,75,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set3,4,2,75,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set3,5,2,75,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set3,6,2,75,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set3,7,2,75,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set3,8,2,75,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set3,9,2,75,True
anthropic/claude-sonnet-4-5,EN,Reformists,NS4,Nuklearer Souveränitätsanspruch,F2,Set3,10,2,75,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set1,1,Yes,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set1,2,Yes,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set1,3,Yes,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set1,4,Yes,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set1,5,Yes,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set1,6,Yes,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set1,7,Yes,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set1,8,Yes,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set1,9,Yes,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set1,10,Yes,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set2,1,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set2,2,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set2,3,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set2,4,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set2,5,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set2,6,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set2,7,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set2,8,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set2,9,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set2,10,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set3,2,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set3,3,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set3,4,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set3,5,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set3,6,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set3,7,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set3,8,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set3,9,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB1,Verhandlungsbereitschaft,F2,Set3,10,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set1,1,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set1,2,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set1,3,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set1,4,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set1,5,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set1,6,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set1,7,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set1,8,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set1,9,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set1,10,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set2,1,Rather Agree,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set2,2,Rather Agree,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set2,3,Rather Agree,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set2,4,Rather Agree,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set2,5,Rather Agree,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set2,6,Rather Agree,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set2,7,Rather Agree,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set2,8,Rather Agree,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set2,9,Rather Agree,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set2,10,Rather Agree,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set3,2,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set3,3,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set3,4,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set3,5,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set3,6,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set3,7,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set3,8,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set3,9,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB2,Verhandlungsbereitschaft,F2,Set3,10,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set1,1,Yes,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set1,2,Yes,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set1,3,Yes,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set1,4,Yes,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set1,5,Yes,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set1,6,Yes,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set1,7,Yes,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set1,8,Yes,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set1,9,Yes,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set1,10,Yes,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set2,1,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set2,2,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set2,3,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set2,4,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set2,5,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set2,6,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set2,7,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set2,8,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set2,9,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set2,10,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set3,2,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set3,3,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set3,4,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set3,5,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set3,6,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set3,7,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set3,8,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set3,9,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB3,Verhandlungsbereitschaft,F2,Set3,10,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set1,1,Rather No,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set1,2,Rather No,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set1,3,Rather No,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set1,4,Rather No,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set1,5,Rather No,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set1,6,Rather No,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set1,7,Rather No,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set1,8,Rather No,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set1,9,Rather No,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set1,10,Rather No,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set2,1,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set2,2,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set2,3,Disagree,0,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set2,4,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set2,5,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set2,6,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set2,7,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set2,8,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set2,9,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set2,10,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set3,1,2,75,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set3,2,2,75,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set3,3,2,75,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set3,4,2,75,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set3,5,2,75,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set3,6,2,75,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set3,7,2,75,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set3,8,2,75,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set3,9,2,75,True
anthropic/claude-sonnet-4-5,EN,Reformists,VB4,Verhandlungsbereitschaft,F2,Set3,10,2,75,True
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set1,1,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set1,2,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set1,3,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set1,4,Yes,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set1,5,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set1,6,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set1,7,Yes,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set1,8,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set1,9,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set1,10,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set2,1,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set2,2,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set2,3,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set2,4,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set2,5,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set2,6,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set2,7,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set2,8,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set2,9,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set2,10,Completely Agree,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set3,2,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set3,3,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set3,4,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set3,5,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set3,6,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set3,7,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set3,8,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set3,9,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK1,Wirtschaftliche Kosten,F2,Set3,10,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set1,1,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set1,2,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set1,3,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set1,4,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set1,5,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set1,6,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set1,7,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set1,8,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set1,9,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set1,10,Rather Yes,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set2,1,Rather Agree,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set2,2,Rather Agree,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set2,3,Rather Agree,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set2,4,Rather Agree,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set2,5,Rather Agree,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set2,6,Rather Agree,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set2,7,Rather Agree,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set2,8,Rather Agree,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set2,9,Rather Agree,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set2,10,Rather Agree,75,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set3,2,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set3,3,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set3,4,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set3,5,1,100,False
anthropic/claude-sonnet-4-5,EN,Reformists,WK2,Wirtschaftliche Kosten,F2,Set3,6,1,100,False
