beschreibung_id,modell,sprache,subgruppe,frage_id,dimension,wiederholung,beschreibung
openai-gpt-5.4_AR_Hardline-Principlists_Q04_W3,openai/gpt-5.4,AR,Hardline-Principlists,Q04,offen,3,عندما أفكر في الأصوليين المتشددين في إيران والبرنامج النووي، يخطر ببالي تيار سياسي يرى في المشروع النووي رمزًا للسيادة والاستقلال ومقاومة الضغط الغربي، أكثر من كونه مجرد ملف تقني أو اقتصادي. بالنسبة لهؤلاء، التمسك بالتخصيب والقدرات النووية يعزز الشرعية الداخلية ويؤكد أن إيران قوة إقليمية لا تُملى عليها الشروط. وفي الوقت نفسه، يرتبط هذا الموقف عادةً بعدم الثقة العميق بالولايات المتحدة وأوروبا، وبالاعتقاد أن التنازل في الملف النووي قد يفتح الباب لضغوط أوسع تمس النفوذ الإقليمي والنظام نفسه. لذلك يميل المتشددون إلى دعم التقدم النووي مع إدارة محسوبة للمخاطر، مع إنكار السعي إلى سلاح نووي مع الحفاظ على أوراق ردع قوية.
openai-gpt-5.4_AR_IRGC-Securocrats_Q01_W1,openai/gpt-5.4,AR,IRGC-Securocrats,Q01,offen,1,يُعدّ الحرس الثوري والمؤسسة الأمنية في إيران من أبرز الداعمين للبرنامج النووي بوصفه أداة ردع وسيادة وطنية ومصدر نفوذ إقليمي. ينظران إليه باعتباره ضمانة ضد الضغوط الخارجية، خصوصًا من الولايات المتحدة وإسرائيل، حتى مع الإصرار الرسمي على أن البرنامج سلمي. للحرس الثوري دور مهم في حماية المنشآت النووية وتأمين العلماء والبنية التحتية، كما يؤثر سياسيًا واقتصاديًا في القرارات الاستراتيجية المرتبطة بالتخصيب والتفاوض والعقوبات. وتميل الأجهزة الأمنية إلى التشدد والحذر في التعامل مع الوكالة الدولية والطروحات الغربية، خشية الاختراق أو تقويض قدرة إيران التقنية. لذلك يرتبط موقفهما عمومًا بدعم التقدم النووي مع الحفاظ على الغموض والقدرة على المناورة.
openai-gpt-5.4_AR_IRGC-Securocrats_Q01_W2,openai/gpt-5.4,AR,IRGC-Securocrats,Q01,offen,2,يمثّل الحرس الثوري والمؤسسة الأمنية في إيران أحد أهم مراكز القوة المرتبطة بالبرنامج النووي، إذ ينظران إليه بوصفه أداة ردع وسيادة وطنية ومصدراً للنفوذ الإقليمي. ورغم أن إدارة الملف النووي رسمياً تقع بيد الدولة ومؤسساتها السياسية والعلمية، فإن الحرس الثوري يملك تأثيراً كبيراً عبر دوره في حماية المنشآت، وتأمين العلماء، ومراقبة الاختراقات والتخريب، خصوصاً بعد حوادث الاغتيال والهجمات السيبرانية. كما تميل المؤسسة الأمنية إلى دعم خطاب يؤكد حق إيران في التكنولوجيا النووية، مع التحفظ الشديد تجاه الرقابة الخارجية والضغوط الغربية. وبصورة عامة، ترى هذه الأجهزة أن الملف النووي ليس مجرد مشروع تقني، بل قضية أمن قومي مرتبطة ببقاء النظام وتوازن القوة مع الخصوم.
openai-gpt-5.4_AR_IRGC-Securocrats_Q01_W3,openai/gpt-5.4,AR,IRGC-Securocrats,Q01,offen,3,يُعَدّ الحرس الثوري والمؤسسة الأمنية في إيران من أبرز الداعمين للبرنامج النووي بوصفه أداةً للردع وتعزيز السيادة والهيبة الإقليمية. ينظر كثير منهم إلى القدرات النووية، حتى عند إبقائها ضمن الإطار المدني المعلن، كوسيلة لرفع كلفة الضغوط الخارجية ومنع التهديدات الأميركية أو الإسرائيلية. كما ترتبط هذه الرؤية بعقيدة الاكتفاء الذاتي ومقاومة الاختراق الأجنبي، لذلك تميل المؤسسة الأمنية إلى التشدد في المفاوضات والشك في التفاهمات مع الغرب. ومع ذلك، فهي ليست كتلة واحدة تماماً؛ إذ قد تقبل بعض الأوساط تسويات تكتيكية أو قيوداً مؤقتة إذا خففت العقوبات وحافظت على البنية التقنية والقدرة الكامنة للبرنامج.
openai-gpt-5.4_AR_IRGC-Securocrats_Q02_W1,openai/gpt-5.4,AR,IRGC-Securocrats,Q02,offen,1,ينظر الحرس الثوري والمؤسسة الأمنية في إيران إلى البرنامج النووي بوصفه أصلًا استراتيجيًا يرتبط بالردع والسيادة ورفع مكانة الدولة إقليميًا ودوليًا. ومن هذا المنظور، لا يُفهم البرنامج فقط كمشروع طاقة أو بحث علمي، بل كأداة تمنح إيران قدرة تفاوضية أكبر وتحدّ من الضغوط والتهديدات الخارجية، خصوصًا من الولايات المتحدة وإسرائيل. كما ترى هذه الدوائر أن التقدم النووي، حتى من دون إعلان امتلاك سلاح نووي، يخلق “قدرة كامنة” تعزز الأمن القومي وتزيد كلفة أي مواجهة مع إيران. لذلك تميل المؤسسة الأمنية إلى حماية البرنامج من التنازلات الواسعة، مع قبول تفاوض تكتيكي يخفف العقوبات إذا لم يمس جوهر البنية النووية والقدرة التقنية المتراكمة.
openai-gpt-5.4_AR_IRGC-Securocrats_Q02_W2,openai/gpt-5.4,AR,IRGC-Securocrats,Q02,offen,2,يرى الحرس الثوري والمؤسسة الأمنية في إيران البرنامج النووي قبل كل شيء كأداة ردع وسيادة وطنية، لا مجرد مشروع تقني أو اقتصادي. من منظورهم، يمنح البرنامج إيران مكانة استراتيجية ويقلل قابليتها للضغط أو التهديد الخارجي، خصوصًا بعد تجارب الحرب والعقوبات والاغتيالات. لذلك يدافعون عن توسيع القدرات النووية، أو على الأقل الحفاظ على بنية تحتية متقدمة تسمح لإيران بالاقتراب من “عتبة” القدرة النووية من دون إعلان امتلاك سلاح. كما ينظرون إلى المفاوضات النووية بحذر شديد، ويؤيدونها فقط إذا خففت الضغوط من دون المساس بعناصر القوة الأساسية. باختصار، يعتبرونه جزءًا من أمن النظام وبقاء الدولة، ورمزًا للاستقلال في مواجهة الولايات المتحدة وإسرائيل.
openai-gpt-5.4_AR_IRGC-Securocrats_Q02_W3,openai/gpt-5.4,AR,IRGC-Securocrats,Q02,offen,3,ينظر الحرس الثوري والمؤسسة الأمنية في إيران إلى البرنامج النووي بوصفه أداة سيادية وردعية بالدرجة الأولى، لا مجرد مشروع تقني أو اقتصادي. من منظورهم، يمنح البرنامج إيران مكانة استراتيجية، ويعزز قدرتها على مقاومة الضغوط الأميركية والإسرائيلية، ويشكل ورقة تفاوض مهمة في مواجهة العقوبات والعزلة. كما يرون أن امتلاك بنية نووية متقدمة، حتى من دون إعلان سلاح نووي، يرفع كلفة أي هجوم خارجي ويكرس صورة إيران كقوة إقليمية مستقلة. لذلك تميل هذه المؤسسات إلى التشدد في حماية البرنامج، ورفض القيود التي تُفسَّر كمساس بالسيادة، مع دعم خطاب يؤكد أن النشاط النووي حق قانوني ووطني وأمن قومي في آن واحد.
openai-gpt-5.4_AR_IRGC-Securocrats_Q03_W1,openai/gpt-5.4,AR,IRGC-Securocrats,Q03,offen,1,يرى الحرس الثوري والمؤسسة الأمنية في إيران أن البرنامج النووي جزء من الأمن القومي والسيادة والردع الاستراتيجي، وليس مجرد مشروع تقني أو اقتصادي. لذلك يدافعان بقوة عن تطوير القدرات النووية والبنية التحتية المرتبطة بها، ويرفضان الضغوط الغربية التي تُفهم داخل هذه الدوائر كأداة لاحتواء إيران وإضعافها. ومع أن الخطاب الرسمي يؤكد الطابع السلمي للبرنامج والالتزام بعدم السعي إلى سلاح نووي، فإن المؤسسة الأمنية تنظر إلى الاحتفاظ بقدرات نووية متقدمة وخيارات تقنية واسعة باعتباره مصدر قوة تفاوضية ورسالة ردع في مواجهة الولايات المتحدة وإسرائيل. كما يميل الحرس الثوري إلى معارضة التنازلات الكبيرة في المفاوضات إذا رأى أنها تمس النفوذ الإقليمي أو الاستقلال الاستراتيجي الإيراني.
openai-gpt-5.4_AR_IRGC-Securocrats_Q03_W2,openai/gpt-5.4,AR,IRGC-Securocrats,Q03,offen,2,يرى الحرس الثوري والمؤسسة الأمنية في إيران أن البرنامج النووي جزء من الأمن القومي والسيادة الاستراتيجية، وليس مجرد مشروع تقني أو تفاوضي. غالبًا ما يدافعون عن تطوير القدرات النووية السلمية بوصفها حقًا سياديًا ووسيلة لردع الضغوط والتهديدات الخارجية، خصوصًا من الولايات المتحدة وإسرائيل. ويميلون إلى الشك العميق في نيات الغرب، لذلك يعارض كثير منهم أي تنازلات واسعة أو قيود طويلة الأمد قد تُضعف القدرة الإيرانية أو تجعلها مكشوفة أمنيًا. ومع ذلك، لا يعبّرون عادةً علنًا عن تأييد صنع سلاح نووي بشكل مباشر، بل يركزون على الحفاظ على البنية التحتية النووية، وتوسيع المعرفة الفنية، واستخدام الملف النووي كورقة قوة في التفاوض والإقليم.
openai-gpt-5.4_AR_IRGC-Securocrats_Q03_W3,openai/gpt-5.4,AR,IRGC-Securocrats,Q03,offen,3,يرى الحرس الثوري والمؤسسة الأمنية في إيران أن البرنامج النووي جزء أساسي من الأمن القومي والسيادة والردع الاستراتيجي، حتى حين تصرّ الدولة رسميًا على طابعه السلمي. بالنسبة لهم، امتلاك بنية نووية متقدمة يمنح إيران نفوذًا إقليميًا ويقلل من قابلية تعرضها للضغط أو الهجوم الخارجي، خصوصًا بعد تجارب العراق وليبيا. لذلك يميلون إلى دعم توسيع القدرات النووية، والحفاظ على الغموض الاستراتيجي، ورفض القيود التي يعتبرونها مُذلّة أو مُقيِّدة للاستقلال التقني. كما ينظرون بريبة إلى المفاوضات مع الغرب، ويؤيدونها فقط إذا أدت إلى تخفيف العقوبات دون المساس بجوهر القدرات النووية أو بمنظومة الردع الأوسع المرتبطة بالصواريخ والنفوذ الإقليمي.
openai-gpt-5.4_AR_IRGC-Securocrats_Q04_W1,openai/gpt-5.4,AR,IRGC-Securocrats,Q04,offen,1,يخطر ببالي ثلاث دوائر مترابطة في بنية السلطة الإيرانية: الحرس الثوري بوصفه قوة عسكرية ــ أمنية ــ اقتصادية تدافع عن النظام وتدير نفوذاً إقليمياً واسعاً، والمؤسسة الأمنية الأوسع التي تراقب الداخل وتضبط المجال السياسي والإعلامي وتتعامل بحساسية عالية مع الاحتجاجات والاختراقات، ثم البرنامج النووي كملف سيادي ورمزي تستخدمه الدولة لإبراز الاستقلال والردع والتقدم العلمي. داخل إيران، يراه مؤيدون ضمانة للأمن في بيئة معادية، بينما يراه منتقدون سبباً للعزلة والعقوبات وتعاظم نفوذ الأجهزة الصلبة على حساب المجتمع والاقتصاد. لذلك ترتبط هذه الملفات في أذهان كثيرين بفكرة بقاء النظام، وتوازن الردع، وكلفة ذلك على الحريات والمعيشة.
openai-gpt-5.4_AR_IRGC-Securocrats_Q04_W2,openai/gpt-5.4,AR,IRGC-Securocrats,Q04,offen,2,عند التفكير في الحرس الثوري والمؤسسة الأمنية في إيران والبرنامج النووي، يبرز أولًا منطق بقاء النظام والردع. فالحرس الثوري ليس مجرد قوة عسكرية، بل شبكة نفوذ سياسية واقتصادية وأمنية ترى نفسها حامية للنظام والثورة ومواجهة للولايات المتحدة وإسرائيل والخصوم الإقليميين. ومن هذا المنظور، تُفهم المؤسسة الأمنية البرنامج النووي بوصفه ورقة قوة استراتيجية ورمزًا للسيادة والتقدم العلمي، حتى عندما تصرّ رسميًا على طابعه السلمي. داخل إيران توجد أيضًا أصوات براغماتية تخشى أن يؤدي التصعيد النووي والعسكرة المفرطة إلى عقوبات وعزلة أعمق وإضعاف الاقتصاد. لذلك يبدو الملف النووي ساحة شدّ بين حسابات الردع والهيبة من جهة، وكلفة المواجهة والاحتياجات الداخلية من جهة أخرى.
openai-gpt-5.4_AR_IRGC-Securocrats_Q04_W3,openai/gpt-5.4,AR,IRGC-Securocrats,Q04,offen,3,عند التفكير في الحرس الثوري والمؤسسة الأمنية والبرنامج النووي الإيراني، يبرز أولاً ترابطها داخل بنية الدولة الإيرانية بوصفها أدوات لحماية النظام وردع الخصوم وتعزيز النفوذ الإقليمي. يُنظر إلى الحرس الثوري غالباً كقوة عسكرية-سياسية-اقتصادية نافذة، لا يقتصر دوره على الأمن الداخلي والخارجي، بل يمتد إلى ملفات إقليمية حساسة. أما المؤسسة الأمنية الأوسع فتُستحضر معها مفاهيم الرقابة الصارمة، مكافحة الاختراق، وإدارة التهديدات الداخلية. وفي ما يخص البرنامج النووي، فهو يُرى داخلياً كرمز للسيادة والتقدم التكنولوجي، بينما تنظر إليه قوى خارجية بريبة باعتباره مصدر قلق استراتيجي واحتمالاً لتغيير موازين القوة. لذا فهذه الملفات الثلاثة ترتبط في الذهن بالردع، الشرعية، والصراع على النفوذ.
openai-gpt-5.4_AR_Pragmatic-Moderates_Q01_W1,openai/gpt-5.4,AR,Pragmatic-Moderates,Q01,offen,1,المعتدلون البراغماتيون في إيران لا يرفضون البرنامج النووي من حيث المبدأ، بل يرونه حقًا سياديًا ورمزًا للتقدم العلمي، لكنهم يفضّلون إدارته بطريقة تقلّل الكلفة السياسية والاقتصادية على البلاد. عادةً يدعون إلى الشفافية النسبية والتفاوض مع القوى الكبرى لتخفيف العقوبات واستعادة الاستثمارات، مع الحفاظ على قدرات نووية مدنية وعدم تجاوز خطوات قد تؤدي إلى عزلة أشد أو مواجهة عسكرية. هذا التيار يرتبط غالبًا بسياسيين وتكنوقراط يرون أن بقاء النظام واستقرار الاقتصاد أهم من التصعيد الأيديولوجي، لذلك يميلون إلى التسويات العملية مثل الاتفاقات المرحلية أو القيود القابلة للتراجع مقابل مكاسب اقتصادية ودبلوماسية.
openai-gpt-5.4_AR_Pragmatic-Moderates_Q01_W2,openai/gpt-5.4,AR,Pragmatic-Moderates,Q01,offen,2,المعتدلون البراغماتيون في إيران لا يرفضون البرنامج النووي من حيث المبدأ، بل يرونه حقًا سياديًا ورمزًا للتقدم العلمي، لكنهم يفضّلون إدارته بطريقة تقلّل الكلفة السياسية والاقتصادية على البلاد. عادةً يدعمون التفاوض مع القوى الكبرى، والالتزام النسبي بالاتفاقات الدولية مثل اتفاق 2015، واستخدام الدبلوماسية لتخفيف العقوبات وجذب الاستثمار وتفادي العزلة. وهم يميلون إلى تقديم البرنامج بوصفه سلميًا ومدنيًا، مع قبول قدر من الشفافية والرقابة الدولية إذا كان ذلك يحفظ مصالح إيران الأساسية. باختصار، موقفهم يقوم على الموازنة بين الحفاظ على القدرات النووية الوطنية وبين تجنّب التصعيد الذي يضرّ بالاقتصاد والاستقرار الداخلي.
openai-gpt-5.4_AR_Pragmatic-Moderates_Q01_W3,openai/gpt-5.4,AR,Pragmatic-Moderates,Q01,offen,3,المعتدلون البراغماتيون في إيران لا يرفضون البرنامج النووي من حيث المبدأ، بل يدعمون حق إيران في التكنولوجيا النووية السلمية باعتباره مسألة سيادة ومكانة وطنية. لكنهم يفضّلون إدارة الملف بطريقة تفاوضية تقلّل العقوبات والعزلة الدولية، لأنهم يرون أن الكلفة الاقتصادية والسياسية للتصعيد مرتفعة على الدولة والمجتمع. لذلك يميلون إلى الشفافية النسبية، والالتزام باتفاقات مثل خطة العمل الشاملة المشتركة إذا ضمنت رفع الضغوط الاقتصادية وحفظ ماء الوجه الداخلي. هدفهم الأساسي ليس المواجهة الأيديولوجية، بل تحقيق توازن بين الردع وحماية الاقتصاد وتحسين علاقات إيران الخارجية، مع الحفاظ على إجماع داخلي بأن البرنامج النووي حق مشروع لا ينبغي التفريط به.
openai-gpt-5.4_AR_Pragmatic-Moderates_Q02_W1,openai/gpt-5.4,AR,Pragmatic-Moderates,Q02,offen,1,ينظر المعتدلون البراغماتيون في إيران إلى البرنامج النووي بوصفه حقاً سيادياً ورمزاً للتقدم العلمي، لكنهم يفضّلون إدارته بطريقة تقلّل الكلفة السياسية والاقتصادية على البلاد. فهم لا يرفضون المبدأ العام لتطوير القدرات النووية السلمية، إلا أنهم يميلون إلى الشفافية النسبية والتفاوض مع القوى الكبرى لتجنّب العقوبات والعزلة الدولية. ومن هذا المنظور، يُعدّ الاتفاق والرقابة الدولية المقبولة أدوات لحماية الاقتصاد الإيراني وفتح المجال أمام الاستثمار وتحسين العلاقات الخارجية، من دون التنازل الكامل عن التكنولوجيا النووية. لذلك يربط هؤلاء بين الحفاظ على البرنامج وبين البراغماتية الدبلوماسية، أي استخدامه كورقة قوة ضمن تسويات تضمن بقاء النظام ومصالح الدولة.
openai-gpt-5.4_AR_Pragmatic-Moderates_Q02_W2,openai/gpt-5.4,AR,Pragmatic-Moderates,Q02,offen,2,ينظر المعتدلون البراغماتيون في إيران إلى البرنامج النووي بوصفه حقًا سياديًا ورمزًا للتقدم العلمي، لكنهم عادةً يفضّلون إدارته بطريقة تقلّل الكلفة الاقتصادية والسياسية على البلاد. فهم لا يعارضون المبدأ العام للتكنولوجيا النووية، بما في ذلك التخصيب ضمن الأطر التي يرونها مشروعة، لكنهم يميلون إلى الشفافية النسبية والتفاوض مع القوى الكبرى لتخفيف العقوبات وتجنّب العزلة الدولية. ومن هذا المنظور، يصبح البرنامج النووي أداة لتعزيز مكانة إيران الإقليمية والدولية، لا سببًا لمواجهة مفتوحة قد تضرّ بالاقتصاد والاستقرار الداخلي. لذلك غالبًا ما يدعمون التسويات العملية، مثل الاتفاقات التي تحفظ الحد الأدنى من القدرات النووية مقابل مكاسب اقتصادية ودبلوماسية.
openai-gpt-5.4_AR_Pragmatic-Moderates_Q02_W3,openai/gpt-5.4,AR,Pragmatic-Moderates,Q02,offen,3,يرى المعتدلون البراغماتيون في إيران أن البرنامج النووي حق سيادي ورمز للتقدم العلمي والهيبة الوطنية، لكنهم يفضّلون إدارته بطريقة تقلّل الكلفة على البلاد. لذلك يميلون إلى دعم برنامج نووي مدني مع قبول قيود فنية ورقابة دولية إذا كان ذلك يضمن رفع العقوبات، تخفيف العزلة، وجذب الاستثمار وتحسين الاقتصاد. وهم عادةً لا يطرحون التخلي الكامل عن البرنامج، بل يدافعون عن التفاوض والشفافية النسبية وبناء الثقة لتفادي التصعيد العسكري أو مزيد من الضغوط. باختصار، موقفهم يجمع بين الحفاظ على القدرات النووية السلمية وبين المرونة الدبلوماسية لتحقيق مكاسب اقتصادية واستقرار داخلي.
openai-gpt-5.4_AR_Pragmatic-Moderates_Q03_W1,openai/gpt-5.4,AR,Pragmatic-Moderates,Q03,offen,1,يرى المعتدلون البراغماتيون في إيران أن البرنامج النووي يجب أن يستمر بوصفه حقًا سياديًا ورمزًا للتقدم العلمي، لكنهم يفضّلون إدارته بطريقة تقلّل الكلفة السياسية والاقتصادية على البلاد. لذلك يميلون إلى الشفافية النسبية والتفاوض مع القوى الكبرى، وقبول القيود الفنية والرقابة الدولية إذا أدّى ذلك إلى رفع العقوبات وتخفيف العزلة وجذب الاستثمار. هم عادة لا يطرحون التخلي الكامل عن البرنامج، بل يدافعون عن نسخة “مقننة” منه تضمن لإيران القدرة النووية السلمية ضمن إطار تفاوضي يوازن بين الكرامة الوطنية ومتطلبات الاقتصاد والاستقرار الداخلي.
openai-gpt-5.4_AR_Pragmatic-Moderates_Q03_W2,openai/gpt-5.4,AR,Pragmatic-Moderates,Q03,offen,2,يرى المعتدلون البراغماتيون في إيران أن البرنامج النووي حق سيادي ورمز للتقدم العلمي، لكنهم يفضلون إدارته بطريقة تقلل الكلفة السياسية والاقتصادية على البلاد. لذلك يميلون إلى الشفافية النسبية والتفاوض مع القوى الكبرى، وقبول قيود فنية ومراقبة دولية إذا كانت تضمن رفع العقوبات وحماية الاقتصاد وتحسين علاقات إيران الخارجية. هم لا يطرحون عادة التخلي الكامل عن البرنامج، بل يسعون إلى الحفاظ على قدرات نووية سلمية ضمن تسوية عملية تمنع العزلة وتخفف الضغوط. باختصار، موقفهم يجمع بين الدفاع عن المبدأ النووي الإيراني وبين المرونة الدبلوماسية لتحقيق مكاسب اقتصادية واستقرار داخلي.
openai-gpt-5.4_AR_Pragmatic-Moderates_Q03_W3,openai/gpt-5.4,AR,Pragmatic-Moderates,Q03,offen,3,يرى المعتدلون البراغماتيون في إيران أن البرنامج النووي حق سيادي ورمز للتقدم العلمي، لكنهم يفضّلون إدارته بطريقة تقلّل الكلفة السياسية والاقتصادية على البلاد. لذلك يدعمون الحفاظ على القدرات النووية المدنية والتقنية ضمن إطار يتيح التفاوض مع القوى الدولية، ويقبلون عادةً بالشفافية النسبية والقيود المرحلية إذا أدّت إلى رفع العقوبات وتخفيف العزلة وجذب الاستثمار. وهم لا يطرحون غالبًا التخلي الكامل عن البرنامج، بل يسعون إلى موازنة الكرامة الوطنية مع متطلبات الاستقرار الاقتصادي وتحسين العلاقات الخارجية. باختصار، موقفهم يقوم على حماية أصل البرنامج مع مرونة تكتيكية في أسلوب عرضه والتفاوض حوله.
openai-gpt-5.4_AR_Pragmatic-Moderates_Q04_W1,openai/gpt-5.4,AR,Pragmatic-Moderates,Q04,offen,1,عندما أفكر في المعتدلين البراغماتيين في إيران والبرنامج النووي، يخطر ببالي تيار لا يرفض البرنامج من حيث المبدأ، بل يسعى إلى إدارته بطريقة تقلل الكلفة السياسية والاقتصادية على البلاد. هؤلاء عادةً يرون أن امتلاك المعرفة والبنية النووية حق سيادي ورمز قوة وطنية، لكنهم يفضّلون الشفافية النسبية والتفاوض مع القوى الكبرى لتجنب العقوبات والعزلة. لذلك ارتبط هذا التوجه بأسماء ومقاربات سعت إلى تسويات مثل الاتفاق النووي، انطلاقًا من فكرة أن حماية النظام وتحسين الاقتصاد أهم من التصعيد الأيديولوجي. باختصار، نظرتهم للبرنامج النووي ليست تفكيكه، بل توظيفه كورقة سيادية يمكن ضبطها عبر الدبلوماسية لتحقيق مكاسب عملية لإيران.
openai-gpt-5.4_AR_Pragmatic-Moderates_Q04_W2,openai/gpt-5.4,AR,Pragmatic-Moderates,Q04,offen,2,عند التفكير في المعتدلين البراغماتيين في إيران والبرنامج النووي، يخطر بالبال تيار لا يرفض البرنامج من حيث المبدأ، بل يراه حقاً سيادياً وأداة ردع ورمزاً للتقدم العلمي، لكنه يفضّل إدارته بطريقة تقلّل الكلفة السياسية والاقتصادية. هذا التيار، المرتبط غالباً بشخصيات مثل حسن روحاني ومحمد جواد ظريف، يميل إلى التفاوض، ورفع العقوبات، وطمأنة الخارج مقابل الحفاظ على البنية النووية الأساسية داخل إطار رقابي. بالنسبة لهم، المشكلة ليست في وجود البرنامج نفسه، بل في تحوّله إلى سبب للعزلة والضغط الداخلي. لذلك يوازنون بين الخطاب الوطني ومتطلبات الاقتصاد، ويسعون إلى حلول وسط تحفظ ماء الوجه للنظام وتمنح إيران مساحة تنفّس دولية دون التخلّي عن أوراق القوة.
openai-gpt-5.4_AR_Pragmatic-Moderates_Q04_W3,openai/gpt-5.4,AR,Pragmatic-Moderates,Q04,offen,3,عند التفكير في المعتدلين البراغماتيين في إيران والبرنامج النووي، يخطر بالبال تيار لا يعارض المبدأ النووي نفسه بقدر ما يسعى إلى إدارته بطريقة تقلل الكلفة السياسية والاقتصادية على الدولة. هؤلاء عادةً يربطون الملف النووي برفع العقوبات، تحسين العلاقات الخارجية، وجذب الاستثمار، لذلك يفضلون التفاوض والمرونة التكتيكية بدل التصعيد المفتوح. هم يقدمون البرنامج بوصفه حقًا سياديًا ورمزًا للتقدم العلمي، لكنهم يميلون إلى الشفافية النسبية والاتفاقات التي تحفظ ماء الوجه وتخفف العزلة. مع ذلك، نفوذهم يبقى مقيدًا بمراكز القوة الأشد تشددًا، لذا يظهرون غالبًا كمدافعين عن تسوية عملية لا عن تحول استراتيجي كامل في سياسة إيران النووية.
openai-gpt-5.4_AR_Reformists_Q01_W1,openai/gpt-5.4,AR,Reformists,Q01,offen,1,الإصلاحيون في إيران لا يرفضون البرنامج النووي من حيث المبدأ، بل يؤكدون حق إيران في التكنولوجيا النووية السلمية ضمن إطار معاهدة عدم الانتشار. لكنهم يميلون إلى قدر أكبر من الشفافية والتعاون مع الوكالة الدولية للطاقة الذرية، ويرون أن خفض التوتر مع الغرب والتفاوض يمكن أن يحمي هذا الحق ويقلل العقوبات والعزلة الاقتصادية. عادةً يطرحون مقاربة براغماتية: الحفاظ على القدرات النووية المدنية مع تجنب التصعيد الذي قد يضر بالاقتصاد والمجتمع الإيراني. لذلك ارتبط كثير منهم بدعم الاتفاق النووي لعام 2015 باعتباره وسيلة للاعتراف الدولي بالبرنامج السلمي مقابل القيود والرقابة.
openai-gpt-5.4_AR_Reformists_Q01_W2,openai/gpt-5.4,AR,Reformists,Q01,offen,2,يميل الإصلاحيون في إيران إلى دعم البرنامج النووي بوصفه حقاً سيادياً ومصدراً للفخر الوطني، لكنهم يفضّلون إدارته بطريقة تقلّل العزلة الدولية والعقوبات الاقتصادية. لذلك يدعون عادةً إلى الشفافية النسبية، والتفاوض مع القوى الكبرى، والالتزام باتفاقات مثل خطة العمل الشاملة المشتركة إذا كان ذلك يخفف الضغوط على الاقتصاد ويحافظ على حق التخصيب السلمي. وهم عموماً أقل حماساً من المحافظين للخطاب التصادمي، ويركزون على المكاسب الاقتصادية والدبلوماسية، مع عدم التخلي عن المبدأ الأساسي القائل بأن لإيران حقاً في التكنولوجيا النووية السلمية. ومع ذلك، يختلف الإصلاحيون في الدرجة والأسلوب أكثر مما يختلفون في أصل دعم البرنامج نفسه.
openai-gpt-5.4_AR_Reformists_Q01_W3,openai/gpt-5.4,AR,Reformists,Q01,offen,3,الإصلاحيون في إيران لا يرفضون البرنامج النووي من حيث المبدأ، بل يؤكدون حق إيران في التكنولوجيا النووية السلمية ضمن معاهدة عدم الانتشار. لكنهم يميلون إلى قدر أكبر من الشفافية والتعاون مع الوكالة الدولية للطاقة الذرية لتخفيف العقوبات وتحسين العلاقات مع الغرب. عادةً يرون أن التصعيد النووي يجب ألا يتحول إلى أداة تعزل إيران اقتصاديًا ودبلوماسيًا، ويفضلون التفاوض والاتفاقات التي تحفظ “الكرامة الوطنية” مع تقليل الكلفة على المجتمع الإيراني. لذلك يختلفون عن المحافظين المتشددين في الأسلوب والأولوية، لا بالضرورة في أصل الدفاع عن القدرات النووية المدنية.
openai-gpt-5.4_AR_Reformists_Q02_W1,openai/gpt-5.4,AR,Reformists,Q02,offen,1,يرى الإصلاحيون في إيران البرنامج النووي، في الغالب، حقاً سيادياً مشروعاً يجب الحفاظ عليه ضمن الأطر القانونية الدولية، لكنهم يختلفون عن التيار المحافظ في طريقة إدارته سياسياً ودبلوماسياً. فهم يميلون إلى دعم الاستخدام السلمي للطاقة النووية، مع تجنب التصعيد الذي يؤدي إلى عزلة دولية أو عقوبات أوسع تضر بالاقتصاد والمجتمع. لذلك يفضّل كثير منهم الشفافية النسبية، والتفاوض مع القوى الكبرى، وإحياء التفاهمات مثل الاتفاق النووي إذا كان ذلك يخفف الضغوط على إيران ويحفظ مصالحها. باختصار، لا يرفض الإصلاحيون البرنامج نفسه عادة، بل يدعون إلى مقاربة أكثر براغماتية وأقل صدامية في التعامل معه.
openai-gpt-5.4_AR_Reformists_Q02_W2,openai/gpt-5.4,AR,Reformists,Q02,offen,2,ينظر الإصلاحيون في إيران إلى البرنامج النووي بوصفه حقاً سيادياً ومصدراً للفخر الوطني، لكنهم يختلفون عن التيار المحافظ في طريقة إدارته وأولوياته. فهم غالباً لا يرفضون مبدأ التخصيب أو التقدم النووي السلمي، بل يدعون إلى مزيد من الشفافية والتعاون مع الوكالة الدولية للطاقة الذرية لتقليل العزلة والعقوبات. ويرى كثير منهم أن تحويل الملف النووي إلى أداة مواجهة دائمة مع الغرب أضرّ بالاقتصاد الإيراني وبفرص الانفتاح الدولي. لذلك يميلون إلى التسويات الدبلوماسية، مثل الاتفاق النووي، باعتبارها وسيلة لحماية البرنامج ضمن إطار قانوني مع تخفيف الضغوط الخارجية وتحسين الأوضاع المعيشية داخل البلاد.
